"LOCATION","Country","CAT","Category","ACT","Activity","UNIT","Unit","VAR","Variable","SRC","Source","TIME","Time","Value","Flag Codes","Flags"
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR50JPN","Food & Loss  (1 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2006","2006",6.4,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR50JPN","Food & Loss  (1 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2007","2007",4.6,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR50JPN","Food & Loss  (1 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",4.8,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR51JPN","Food & Loss  (2 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2003","2003",5.2,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR51JPN","Food & Loss  (2 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2004","2004",4.7,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR51JPN","Food & Loss  (2 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2005","2005",4.5,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR51JPN","Food & Loss  (2 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2006","2006",4,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR51JPN","Food & Loss  (2 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2007","2007",4,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR51JPN","Food & Loss  (2 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",4.2,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR52JPN","Food & Loss  (3 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2003","2003",4.7,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR52JPN","Food & Loss  (3 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2004","2004",4,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR52JPN","Food & Loss  (3 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2005","2005",3.9,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR52JPN","Food & Loss  (3 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2006","2006",3.6,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR52JPN","Food & Loss  (3 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2007","2007",3.7,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR52JPN","Food & Loss  (3 pers.)","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",3.4,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR70JPN","Food Loss - Beans","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",1.6,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR74JPN","Food Loss - Condiments","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",3.4,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR77JPN","Food Loss - Drinks","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",0.5,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR81","Food Loss - Eggs","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",1.8,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR86","Food Loss - Fish","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",5.85365853658537,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR96","Food Loss - Fruit","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",8.9,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR102JPN","Food Loss - Grains","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",1,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR104","Food Loss - Meat","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",2.1,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR109JPN","Food Loss - Milk","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",0.7,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR110JPN","Food Loss - Mushrooms","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",8,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR112JPN","Food Loss - Oil and fat","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",0.3,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR116JPN","Food Loss - Prepared Food","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",2.3,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR122JPN","Food Loss - Seaweed","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",2.5,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR123JPN","Food Loss - Sugar","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",1.2,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR124JPN","Food Loss - Sweets","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",0.8,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR132","Food Loss - Vegetables","SOURCE57","Ministry of Agriculture, Forestry and Fisheries","2009","2009",8.7,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR47JPN","Food  Loss & Waste","SOURCE58","Ministry of Environment","2001","2001",12500000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR47JPN","Food  Loss & Waste","SOURCE58","Ministry of Environment","2002","2002",11890000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR47JPN","Food  Loss & Waste","SOURCE58","Ministry of Environment","2003","2003",11340000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR47JPN","Food  Loss & Waste","SOURCE58","Ministry of Environment","2004","2004",10700000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR47JPN","Food  Loss & Waste","SOURCE58","Ministry of Environment","2005","2005",10580000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR47JPN","Food  Loss & Waste","SOURCE58","Ministry of Environment","2006","2006",10450000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR47JPN","Food  Loss & Waste","SOURCE58","Ministry of Environment","2007","2007",11190000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR47JPN","Food  Loss & Waste","SOURCE58","Ministry of Environment","2008","2008",10720000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR47JPN","Food  Loss & Waste","SOURCE58","Ministry of Environment","2009","2009",10320000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR47JPN","Food  Loss & Waste","SOURCE58","Ministry of Environment","2010","2010",10720000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR47JPN","Food  Loss & Waste","SOURCE58","Ministry of Environment","2011","2011",10140000,,
"MEX","Mexico","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR375MEX","Food Waste (Ensenada - High socioeconomic status)","SOURCE63","Q. aguilar-Virgen et al.","2008","2008",39.29,,
"MEX","Mexico","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR376MEX","Food Waste (Ensenada - Low socioeconomic status)","SOURCE63","Q. aguilar-Virgen et al.","2008","2008",30.59,,
"MEX","Mexico","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR377MEX","Food Waste (Ensenada - Median socioeconomic status)","SOURCE63","Q. aguilar-Virgen et al.","2008","2008",32.48,,
"MEX","Mexico","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR378MEX","Food Waste (Ensenada region)","SOURCE63","Q. aguilar-Virgen et al.","2008","2008",108.405,,
"MEX","Mexico","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITABYDAY","kg/capita/day","FWVAR190","Food scrap waste (Ensenada region)","SOURCE63","Q. aguilar-Virgen et al.","2008","2008",0.29714285714,,
"MEX","Mexico","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITABYWEEK","kg/capita/week","FWVAR190","Food scrap waste (Ensenada region)","SOURCE63","Q. aguilar-Virgen et al.","2008","2008",2.08,,
"MEX","Mexico","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYDAY","kg/day","FWVAR190","Food scrap waste (Ensenada region)","SOURCE63","Q. aguilar-Virgen et al.","2008","2008",84602.142857,,
"MEX","Mexico","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYWEEK","kg/week","FWVAR190","Food scrap waste (Ensenada region)","SOURCE63","Q. aguilar-Virgen et al.","2008","2008",592215,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR213","Food Waste","SOURCE9","BIO survey (Danish Environmental Ministry Food Waste Report (2010))","2006","2006",1837599,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR213","Food Waste","SOURCE9","BIO survey (Danish Environmental Ministry Food Waste Report (2010))","2006","2006",113,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1993","1993",874000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1994","1994",1231000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1995","1995",1427000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1996","1996",1459000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1997","1997",1531000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1998","1998",1488000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1999","1999",1443000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2000","2000",1457000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2001","2001",1404000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2002","2002",1406000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2003","2003",1340000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2004","2004",1407000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2005","2005",1362000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2006","2006",1296000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2007","2007",1315000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2008","2008",1289000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2009","2009",1302000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2010","2010",1256000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","TONNES","tonnes","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2011","2011",1285000,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1993","1993",57,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1994","1994",80,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1995","1995",92,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1996","1996",94,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1997","1997",98,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1998","1998",95,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","1999","1999",92,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2000","2000",92,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2001","2001",88,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2002","2002",87,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2003","2003",83,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2004","2004",87,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2005","2005",84,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2006","2006",79,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2007","2007",80,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2008","2008",79,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2009","2009",79,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2010","2010",76,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR523","Vegetal, Fruit and Garden waste","SOURCE20","CBS 2011","2011","2011",77,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR56","Food Loss","SOURCE23","CREM 2010","2010","2010",40,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR478NET","Solid waste considered food loss and waste","SOURCE23","CREM 2010","2007","2007",19,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR480NET","Solid waste considered food waste (Max est.)","SOURCE23","CREM 2010","2007","2007",11,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR481NET","Solid waste considered food waste (Min est.)","SOURCE23","CREM 2010","2007","2007",8,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR151","Food Loss disposed through residual Loss","SOURCE23","CREM 2010","2010","2010",78,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR152NET","Food Loss disposed through sink and toilet","SOURCE23","CREM 2010","2010","2010",9,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR153","Food Loss disposed through Vegetal, Fruit and Garden Loss","SOURCE23","CREM 2010","2010","2010",13,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR168NET","Food Loss in purchased food","SOURCE23","CREM 2010","2010","2010",4,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR184NET","Food Loss in total purchased solid food","SOURCE23","CREM 2010","2007","2007",10,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR365","Food Waste & Loss","SOURCE23","CREM 2010","2010","2010",60,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR121","Food Loss - Residual","SOURCE23","CREM 2010","2010","2010",21.8,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR491NET","Unavoidable food waste","SOURCE23","CREM 2010","2010","2010",21,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR135","Food Loss & Waste","SOURCE23","CREM 2010","2010","2010",73,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR136NET","Food Loss & Waste - Residual","SOURCE23","CREM 2010","2010","2010",56.9,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR140NET","Food Loss & Waste disposed through Vegetal, Fruit and Garden Waste","SOURCE23","CREM 2010","2010","2010",9.8,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR153","Food Loss disposed through Vegetal, Fruit and Garden Loss","SOURCE23","CREM 2010","2010","2010",6.7,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR213","Food Waste","SOURCE23","CREM 2010","2010","2010",44,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR338","Food Waste - Residual","SOURCE23","CREM 2010","2010","2010",35.1,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR386NET","Food Waste disposed through sink and toilet","SOURCE23","CREM 2010","2010","2010",6.2,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR387","Food Waste disposed through Vegetal, Fruit and Garden Waste","SOURCE23","CREM 2010","2010","2010",3.1,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR421","Liquid food Waste disposed through sink and toilet","SOURCE23","CREM 2010","2010","2010",5.5,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR471NET","Solid food considered food Loss","SOURCE23","CREM 2010","2007","2007",112,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR472NET","Solid food purchased","SOURCE23","CREM 2010","2007","2007",538,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR473NET","Solid food waste - Average weight","SOURCE23","CREM 2010","2007","2007",51,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR474NET","Solid food waste - Maximum weight","SOURCE23","CREM 2010","2007","2007",60,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR475NET","Solid food waste - Minimum weight","SOURCE23","CREM 2010","2007","2007",43,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYHOUSEHOLD","kg/household","FWVAR56","Food Loss","SOURCE23","CREM 2010","2010","2010",21,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYHOUSEHOLD","kg/household","FWVAR189NET","Food purchased","SOURCE23","CREM 2010","2010","2010",528,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYHOUSEHOLD","kg/household","FWVAR213","Food Waste","SOURCE23","CREM 2010","2010","2010",37,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR149","Food Loss (Max e.)","SOURCE30","EUROSTAT","2004","2004",15,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR150","Food Loss (Min e.)","SOURCE30","EUROSTAT","2004","2004",10,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR146NET","Food Loss & Waste in purchased food","SOURCE53","LNV 2010","2010","2010",8,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR381","Food Waste (Max e.)","SOURCE53","LNV 2010","2010","2010",11,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR138","Food Loss & Waste (Min e.)","SOURCE53","LNV 2010","2010","2010",50,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYHOUSEHOLD","kg/household","FWVAR138","Food Loss & Waste (Min e.)","SOURCE53","LNV 2010","2010","2010",120,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR39NET","Avoidable waste in purchased food","SOURCE55","Mileucentraal 2012","2010","2010",14,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","PCT","%","FWVAR40NET","Avoidable waste in total food waste","SOURCE55","Mileucentraal 2012","2010","2010",19,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR19","Avoidable food waste","SOURCE55","Mileucentraal 2012","2010","2010",70,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR228","Food Waste - Avoidable","SOURCE55","Mileucentraal 2012","2010","2010",48,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR356","Food Waste - Unavoidable","SOURCE55","Mileucentraal 2012","2010","2010",22,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR381","Food Waste (Max e.)","SOURCE55","Mileucentraal 2012","2010","2010",53,,
"NLD","Netherlands","FLFW","1. Food loss - Food waste","HOUSEHOLDS","Households","KGBYCAPITA","kg/capita","FWVAR383","Food Waste (Min e.)","SOURCE55","Mileucentraal 2012","2010","2010",42,,
