"LOCATION","Country","CAT","Category","ACT","Activity","UNIT","Unit","VAR","Variable","SRC","Source","TIME","Time","Value","Flag Codes","Flags"
"JPN","Japan","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTION","Combined : Post-production","TONNES","tonnes","FWVAR48JPN","Food  Loss & Waste from food industry, wholesale, retail, food services and households","SOURCE58","Ministry of Environment","2006","2006",18880000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTION","Combined : Post-production","TONNES","tonnes","FWVAR48JPN","Food  Loss & Waste from food industry, wholesale, retail, food services and households","SOURCE58","Ministry of Environment","2007","2007",19480000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTION","Combined : Post-production","TONNES","tonnes","FWVAR48JPN","Food  Loss & Waste from food industry, wholesale, retail, food services and households","SOURCE58","Ministry of Environment","2008","2008",18510000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTION","Combined : Post-production","TONNES","tonnes","FWVAR48JPN","Food  Loss & Waste from food industry, wholesale, retail, food services and households","SOURCE58","Ministry of Environment","2009","2009",17870000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTION","Combined : Post-production","TONNES","tonnes","FWVAR48JPN","Food  Loss & Waste from food industry, wholesale, retail, food services and households","SOURCE58","Ministry of Environment","2010","2010",17130000,,
"JPN","Japan","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTION","Combined : Post-production","TONNES","tonnes","FWVAR48JPN","Food  Loss & Waste from food industry, wholesale, retail, food services and households","SOURCE58","Ministry of Environment","2011","2011",17280000,,
"AUT","Austria","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR226","Food Waste - Animal Fats","SOURCE31","FAO - Food balance sheets 2009","2009","2009",2000,,
"AUT","Austria","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR243","Food Waste - Cereals - Excluding Beer","SOURCE31","FAO - Food balance sheets 2009","2009","2009",166000,,
"AUT","Austria","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR287","Food Waste - Fruits - Excluding Wine","SOURCE31","FAO - Food balance sheets 2009","2009","2009",170000,,
"AUT","Austria","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR301","Food Waste - Milk - Excluding Butter","SOURCE31","FAO - Food balance sheets 2009","2009","2009",33000,,
"AUT","Austria","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR316","Food Waste - Oilcrops","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"AUT","Austria","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR335","Food Waste - Pulses","SOURCE31","FAO - Food balance sheets 2009","2009","2009",2000,,
"AUT","Austria","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR347","Food Waste - Starchy Roots","SOURCE31","FAO - Food balance sheets 2009","2009","2009",51000,,
"AUT","Austria","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR355","Food Waste - Treenuts","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"AUT","Austria","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR357","Food Waste - Vegetable Oils","SOURCE31","FAO - Food balance sheets 2009","2009","2009",4000,,
"AUT","Austria","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR358","Food Waste - Vegetables","SOURCE31","FAO - Food balance sheets 2009","2009","2009",113000,,
"BEL","Belgium","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR10","Animal waste","SOURCE30","EUROSTAT","2010","2010",98472,,
"BEL","Belgium","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","KGBYCAPITA","kg/capita","FWVAR10","Animal waste","SOURCE30","EUROSTAT","2010","2010",9,,
"BEL","Belgium","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR243","Food Waste - Cereals - Excluding Beer","SOURCE31","FAO - Food balance sheets 2009","2009","2009",63000,,
"BEL","Belgium","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR266","Food Waste - Eggs","SOURCE31","FAO - Food balance sheets 2009","2009","2009",5000,,
"BEL","Belgium","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR287","Food Waste - Fruits - Excluding Wine","SOURCE31","FAO - Food balance sheets 2009","2009","2009",65000,,
"BEL","Belgium","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR316","Food Waste - Oilcrops","SOURCE31","FAO - Food balance sheets 2009","2009","2009",495000,,
"BEL","Belgium","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR347","Food Waste - Starchy Roots","SOURCE31","FAO - Food balance sheets 2009","2009","2009",293000,,
"BEL","Belgium","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR351","Food Waste - Sugarcrops","SOURCE31","FAO - Food balance sheets 2009","2009","2009",55000,,
"BEL","Belgium","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR355","Food Waste - Treenuts","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"BEL","Belgium","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR358","Food Waste - Vegetables","SOURCE31","FAO - Food balance sheets 2009","2009","2009",214000,,
"CAN","Canada","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR225","Food Waste - Alcoholic Beverages","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"CAN","Canada","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR243","Food Waste - Cereals - Excluding Beer","SOURCE31","FAO - Food balance sheets 2009","2009","2009",392000,,
"CAN","Canada","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR266","Food Waste - Eggs","SOURCE31","FAO - Food balance sheets 2009","2009","2009",4000,,
"CAN","Canada","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR287","Food Waste - Fruits - Excluding Wine","SOURCE31","FAO - Food balance sheets 2009","2009","2009",110000,,
"CAN","Canada","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR297","Food Waste - Meat","SOURCE31","FAO - Food balance sheets 2009","2009","2009",155000,,
"CAN","Canada","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR316","Food Waste - Oilcrops","SOURCE31","FAO - Food balance sheets 2009","2009","2009",433000,,
"CAN","Canada","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR335","Food Waste - Pulses","SOURCE31","FAO - Food balance sheets 2009","2009","2009",97000,,
"CAN","Canada","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR347","Food Waste - Starchy Roots","SOURCE31","FAO - Food balance sheets 2009","2009","2009",385000,,
"CAN","Canada","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR358","Food Waste - Vegetables","SOURCE31","FAO - Food balance sheets 2009","2009","2009",235000,,
"CZE","Czech Republic","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR226","Food Waste - Animal Fats","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"CZE","Czech Republic","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR243","Food Waste - Cereals - Excluding Beer","SOURCE31","FAO - Food balance sheets 2009","2009","2009",80000,,
"CZE","Czech Republic","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR266","Food Waste - Eggs","SOURCE31","FAO - Food balance sheets 2009","2009","2009",2000,,
"CZE","Czech Republic","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR287","Food Waste - Fruits - Excluding Wine","SOURCE31","FAO - Food balance sheets 2009","2009","2009",48000,,
"CZE","Czech Republic","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR301","Food Waste - Milk - Excluding Butter","SOURCE31","FAO - Food balance sheets 2009","2009","2009",14000,,
"CZE","Czech Republic","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR316","Food Waste - Oilcrops","SOURCE31","FAO - Food balance sheets 2009","2009","2009",10000,,
"CZE","Czech Republic","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR335","Food Waste - Pulses","SOURCE31","FAO - Food balance sheets 2009","2009","2009",3000,,
"CZE","Czech Republic","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR347","Food Waste - Starchy Roots","SOURCE31","FAO - Food balance sheets 2009","2009","2009",21000,,
"CZE","Czech Republic","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR355","Food Waste - Treenuts","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"CZE","Czech Republic","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR358","Food Waste - Vegetables","SOURCE31","FAO - Food balance sheets 2009","2009","2009",34000,,
"DNK","Denmark","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR243","Food Waste - Cereals - Excluding Beer","SOURCE31","FAO - Food balance sheets 2009","2009","2009",297000,,
"DNK","Denmark","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR266","Food Waste - Eggs","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"DNK","Denmark","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR287","Food Waste - Fruits - Excluding Wine","SOURCE31","FAO - Food balance sheets 2009","2009","2009",18000,,
"DNK","Denmark","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR297","Food Waste - Meat","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"DNK","Denmark","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR335","Food Waste - Pulses","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"DNK","Denmark","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR347","Food Waste - Starchy Roots","SOURCE31","FAO - Food balance sheets 2009","2009","2009",243000,,
"DNK","Denmark","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR358","Food Waste - Vegetables","SOURCE31","FAO - Food balance sheets 2009","2009","2009",34000,,
"FIN","Finland","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR266","Food Waste - Eggs","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"FIN","Finland","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR287","Food Waste - Fruits - Excluding Wine","SOURCE31","FAO - Food balance sheets 2009","2009","2009",10000,,
"FIN","Finland","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR358","Food Waste - Vegetables","SOURCE31","FAO - Food balance sheets 2009","2009","2009",26000,,
"FRA","France","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR225","Food Waste - Alcoholic Beverages","SOURCE31","FAO - Food balance sheets 2009","2009","2009",50000,,
"FRA","France","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR243","Food Waste - Cereals - Excluding Beer","SOURCE31","FAO - Food balance sheets 2009","2009","2009",636000,,
"FRA","France","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR266","Food Waste - Eggs","SOURCE31","FAO - Food balance sheets 2009","2009","2009",9000,,
"FRA","France","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR287","Food Waste - Fruits - Excluding Wine","SOURCE31","FAO - Food balance sheets 2009","2009","2009",511000,,
"FRA","France","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR301","Food Waste - Milk - Excluding Butter","SOURCE31","FAO - Food balance sheets 2009","2009","2009",34000,,
"FRA","France","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR316","Food Waste - Oilcrops","SOURCE31","FAO - Food balance sheets 2009","2009","2009",61000,,
"FRA","France","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR335","Food Waste - Pulses","SOURCE31","FAO - Food balance sheets 2009","2009","2009",3000,,
"FRA","France","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR347","Food Waste - Starchy Roots","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1584000,,
"FRA","France","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR355","Food Waste - Treenuts","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"FRA","France","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR358","Food Waste - Vegetables","SOURCE31","FAO - Food balance sheets 2009","2009","2009",898000,,
"DEU","Germany","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR226","Food Waste - Animal Fats","SOURCE31","FAO - Food balance sheets 2009","2009","2009",21000,,
"DEU","Germany","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR243","Food Waste - Cereals - Excluding Beer","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1556000,,
"DEU","Germany","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR266","Food Waste - Eggs","SOURCE31","FAO - Food balance sheets 2009","2009","2009",6000,,
"DEU","Germany","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR287","Food Waste - Fruits - Excluding Wine","SOURCE31","FAO - Food balance sheets 2009","2009","2009",346000,,
"DEU","Germany","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR297","Food Waste - Meat","SOURCE31","FAO - Food balance sheets 2009","2009","2009",5000,,
"DEU","Germany","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR301","Food Waste - Milk - Excluding Butter","SOURCE31","FAO - Food balance sheets 2009","2009","2009",30000,,
"DEU","Germany","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR316","Food Waste - Oilcrops","SOURCE31","FAO - Food balance sheets 2009","2009","2009",162000,,
"DEU","Germany","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR335","Food Waste - Pulses","SOURCE31","FAO - Food balance sheets 2009","2009","2009",6000,,
"DEU","Germany","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR347","Food Waste - Starchy Roots","SOURCE31","FAO - Food balance sheets 2009","2009","2009",928000,,
"DEU","Germany","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR355","Food Waste - Treenuts","SOURCE31","FAO - Food balance sheets 2009","2009","2009",12000,,
"DEU","Germany","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR358","Food Waste - Vegetables","SOURCE31","FAO - Food balance sheets 2009","2009","2009",798000,,
"GRC","Greece","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR225","Food Waste - Alcoholic Beverages","SOURCE31","FAO - Food balance sheets 2009","2009","2009",4000,,
"GRC","Greece","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR243","Food Waste - Cereals - Excluding Beer","SOURCE31","FAO - Food balance sheets 2009","2009","2009",229000,,
"GRC","Greece","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR266","Food Waste - Eggs","SOURCE31","FAO - Food balance sheets 2009","2009","2009",2000,,
"GRC","Greece","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR287","Food Waste - Fruits - Excluding Wine","SOURCE31","FAO - Food balance sheets 2009","2009","2009",303000,,
"GRC","Greece","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR301","Food Waste - Milk - Excluding Butter","SOURCE31","FAO - Food balance sheets 2009","2009","2009",33000,,
"GRC","Greece","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR314","Food Waste - Offals","SOURCE31","FAO - Food balance sheets 2009","2009","2009",2000,,
"GRC","Greece","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR316","Food Waste - Oilcrops","SOURCE31","FAO - Food balance sheets 2009","2009","2009",30000,,
"GRC","Greece","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR335","Food Waste - Pulses","SOURCE31","FAO - Food balance sheets 2009","2009","2009",3000,,
"GRC","Greece","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR347","Food Waste - Starchy Roots","SOURCE31","FAO - Food balance sheets 2009","2009","2009",80000,,
"GRC","Greece","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR355","Food Waste - Treenuts","SOURCE31","FAO - Food balance sheets 2009","2009","2009",2000,,
"GRC","Greece","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR358","Food Waste - Vegetables","SOURCE31","FAO - Food balance sheets 2009","2009","2009",445000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR225","Food Waste - Alcoholic Beverages","SOURCE31","FAO - Food balance sheets 2009","2009","2009",4000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR226","Food Waste - Animal Fats","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR243","Food Waste - Cereals - Excluding Beer","SOURCE31","FAO - Food balance sheets 2009","2009","2009",164000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR266","Food Waste - Eggs","SOURCE31","FAO - Food balance sheets 2009","2009","2009",2000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR287","Food Waste - Fruits - Excluding Wine","SOURCE31","FAO - Food balance sheets 2009","2009","2009",18000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR297","Food Waste - Meat","SOURCE31","FAO - Food balance sheets 2009","2009","2009",13000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR301","Food Waste - Milk - Excluding Butter","SOURCE31","FAO - Food balance sheets 2009","2009","2009",45000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR314","Food Waste - Offals","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR316","Food Waste - Oilcrops","SOURCE31","FAO - Food balance sheets 2009","2009","2009",6000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR345","Food Waste - Spices","SOURCE31","FAO - Food balance sheets 2009","2009","2009",2000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR347","Food Waste - Starchy Roots","SOURCE31","FAO - Food balance sheets 2009","2009","2009",18000,,
"HUN","Hungary","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNNES","tonnnes","FWVAR358","Food Waste - Vegetables","SOURCE31","FAO - Food balance sheets 2009","2009","2009",59000,,
"IRL","Ireland","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR243","Food Waste - Cereals - Excluding Beer","SOURCE31","FAO - Food balance sheets 2009","2009","2009",80000,,
"IRL","Ireland","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR266","Food Waste - Eggs","SOURCE31","FAO - Food balance sheets 2009","2009","2009",5000,,
"IRL","Ireland","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR287","Food Waste - Fruits - Excluding Wine","SOURCE31","FAO - Food balance sheets 2009","2009","2009",14000,,
"IRL","Ireland","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR301","Food Waste - Milk - Excluding Butter","SOURCE31","FAO - Food balance sheets 2009","2009","2009",53000,,
"IRL","Ireland","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR335","Food Waste - Pulses","SOURCE31","FAO - Food balance sheets 2009","2009","2009",1000,,
"IRL","Ireland","FLFW","1. Food loss - Food waste","COMBINEDPOST-PRODUCTIONANDPRE","Combined : Post-production and Pre-consumption","TONNES","tonnes","FWVAR347","Food Waste - Starchy Roots","SOURCE31","FAO - Food balance sheets 2009","2009","2009",9000,,
