Area,Consumption Segment,Country,Measure Names,"Sector, Category or Product",Measure Values
Urban,Middle,Honduras,Local Currency,Food and Beverages,11748.259664627
Urban,Lowest,Honduras,US$,Food and Beverages,539.326331062
Urban,Lowest,Honduras,$PPP,Food and Beverages,847.660208403
Urban,Lowest,Honduras,Local Currency,Food and Beverages,10190.571025420
Urban,Low,Honduras,US$,Food and Beverages,1688.803357825
Urban,Low,Honduras,$PPP,Food and Beverages,2654.295412252
Urban,Low,Honduras,Local Currency,Food and Beverages,31909.939446099
Urban,All,Honduras,US$,Food and Beverages,2917.428555245
Urban,All,Honduras,$PPP,Food and Beverages,4585.327944715
Urban,All,Honduras,Local Currency,Food and Beverages,55124.812551358
National,Higher,India,US$,Food and Beverages,172.520806281
National,Higher,India,$PPP,Food and Beverages,371.652048809
National,Higher,India,Local Currency,Food and Beverages,7888.686388016
National,Middle,India,US$,Food and Beverages,8263.902422594
National,Middle,India,$PPP,Food and Beverages,17802.468772993
National,Middle,India,Local Currency,Food and Beverages,377875.202175549
National,Lowest,India,US$,Food and Beverages,152303.040561305
National,Lowest,India,$PPP,Food and Beverages,328098.032257903
National,Lowest,India,Local Currency,Food and Beverages,6964208.83270625
National,Low,India,US$,Food and Beverages,50870.161037283
National,Low,India,$PPP,Food and Beverages,109586.779590634
National,Low,India,Local Currency,Food and Beverages,2326088.9835908
National,All,India,US$,Food and Beverages,211609.624827447
National,All,India,$PPP,Food and Beverages,455858.932670303
National,All,India,Local Currency,Food and Beverages,9676061.70485985
Rural,Higher,India,US$,Food and Beverages,0
Rural,Higher,India,$PPP,Food and Beverages,0
Rural,Higher,India,Local Currency,Food and Beverages,0
Rural,Middle,India,US$,Food and Beverages,48.842841655
Rural,Middle,India,$PPP,Food and Beverages,105.219437365
Rural,Middle,India,Local Currency,Food and Beverages,2233.387777500
Rural,Lowest,India,US$,Food and Beverages,116992.106626344
Rural,Lowest,India,$PPP,Food and Beverages,252029.636652981
Rural,Lowest,India,Local Currency,Food and Beverages,5349581.06759618
Rural,Low,India,US$,Food and Beverages,11036.247751425
Rural,Low,India,$PPP,Food and Beverages,23774.77926513
Rural,Low,India,Local Currency,Food and Beverages,504643.46468165
Rural,All,India,US$,Food and Beverages,128077.197219408
Rural,All,India,$PPP,Food and Beverages,275909.635355444
Rural,All,India,Local Currency,Food and Beverages,5856457.92005465
Urban,Higher,India,US$,Food and Beverages,172.520806281
Urban,Higher,India,$PPP,Food and Beverages,371.652048809
Urban,Higher,India,Local Currency,Food and Beverages,7888.686388016
Urban,Middle,India,US$,Food and Beverages,8215.059580945
Urban,Middle,India,$PPP,Food and Beverages,17697.249335640
Urban,Middle,India,Local Currency,Food and Beverages,375641.814398301
Urban,Lowest,India,US$,Food and Beverages,35310.933934972
Urban,Lowest,India,$PPP,Food and Beverages,76068.395604944
Urban,Lowest,India,Local Currency,Food and Beverages,1614627.76511055
Urban,Low,India,US$,Food and Beverages,39833.913285867
Urban,Low,India,$PPP,Food and Beverages,85812.000325523
Urban,Low,India,Local Currency,Food and Beverages,1821445.51890955
Urban,All,India,US$,Food and Beverages,83532.427608049
Urban,All,India,$PPP,Food and Beverages,179949.29731488
Urban,All,India,Local Currency,Food and Beverages,3819603.78480565
National,Higher,Indonesia,US$,Food and Beverages,34.700473510
National,Higher,Indonesia,$PPP,Food and Beverages,57.697985453
National,Higher,Indonesia,Local Currency,Food and Beverages,315442.329510262
National,Middle,Indonesia,US$,Food and Beverages,3035.932245374
National,Middle,Indonesia,$PPP,Food and Beverages,5047.976491703
National,Middle,Indonesia,Local Currency,Food and Beverages,27597938.6691102
National,Lowest,Indonesia,US$,Food and Beverages,40706.340068117
National,Lowest,Indonesia,$PPP,Food and Beverages,67684.200805292
National,Lowest,Indonesia,Local Currency,Food and Beverages,370038257.064434
National,Low,Indonesia,US$,Food and Beverages,27482.121742667
National,Low,Indonesia,$PPP,Food and Beverages,45695.718246187
National,Low,Indonesia,Local Currency,Food and Beverages,249824386.399558
National,All,Indonesia,US$,Food and Beverages,71259.094529668
National,All,Indonesia,$PPP,Food and Beverages,118485.593528635
National,All,Indonesia,Local Currency,Food and Beverages,647776024.462611
Rural,Higher,Indonesia,US$,Food and Beverages,0
Rural,Higher,Indonesia,$PPP,Food and Beverages,0
Rural,Higher,Indonesia,Local Currency,Food and Beverages,0
Rural,Middle,Indonesia,US$,Food and Beverages,122.772341292
Rural,Middle,Indonesia,$PPP,Food and Beverages,204.138907783
Rural,Middle,Indonesia,Local Currency,Food and Beverages,1116053.74276974
Rural,Lowest,Indonesia,US$,Food and Beverages,23380.017248143
Rural,Lowest,Indonesia,$PPP,Food and Beverages,38874.970817972
Rural,Lowest,Indonesia,Local Currency,Food and Beverages,212534480.333091
Rural,Low,Indonesia,US$,Food and Beverages,6892.111597762
Rural,Low,Indonesia,$PPP,Food and Beverages,11459.813497721
Rural,Low,Indonesia,Local Currency,Food and Beverages,62652278.7079809
Rural,All,Indonesia,US$,Food and Beverages,30394.901187198
Rural,All,Indonesia,$PPP,Food and Beverages,50538.923223476
Rural,All,Indonesia,Local Currency,Food and Beverages,276302812.783841
Urban,Higher,Indonesia,US$,Food and Beverages,34.700473510
Urban,Higher,Indonesia,$PPP,Food and Beverages,57.697985453
Urban,Higher,Indonesia,Local Currency,Food and Beverages,315442.329510262
Urban,Middle,Indonesia,US$,Food and Beverages,2913.159904082
Urban,Middle,Indonesia,$PPP,Food and Beverages,4843.837583920
Urban,Middle,Indonesia,Local Currency,Food and Beverages,26481884.9263407
Urban,Lowest,Indonesia,US$,Food and Beverages,17326.322819974
Urban,Lowest,Indonesia,$PPP,Food and Beverages,28809.229987319
Urban,Lowest,Indonesia,Local Currency,Food and Beverages,157503776.731344
Urban,Low,Indonesia,US$,Food and Beverages,20590.010144905
Urban,Low,Indonesia,$PPP,Food and Beverages,34235.904748466
Urban,Low,Indonesia,Local Currency,Food and Beverages,187172107.691577
Urban,All,Indonesia,US$,Food and Beverages,40864.193342470
Urban,All,Indonesia,$PPP,Food and Beverages,67946.670305159
Urban,All,Indonesia,Local Currency,Food and Beverages,371473211.678771
National,Higher,Iraq,US$,Food and Beverages,669.683382241
National,Higher,Iraq,$PPP,Food and Beverages,801.154966485
National,Higher,Iraq,Local Currency,Food and Beverages,783.529557222
National,Middle,Iraq,US$,Food and Beverages,5750.081795194
National,Middle,Iraq,$PPP,Food and Beverages,6878.932208974
National,Middle,Iraq,Local Currency,Food and Beverages,6727.595700377
National,Lowest,Iraq,US$,Food and Beverages,2522.597836161
National,Lowest,Iraq,$PPP,Food and Beverages,3017.831767186
National,Lowest,Iraq,Local Currency,Food and Beverages,2951.439468308
National,Low,Iraq,US$,Food and Beverages,13080.467285406
National,Low,Iraq,$PPP,Food and Beverages,15648.411783155
National,Low,Iraq,Local Currency,Food and Beverages,15304.146723925
National,All,Iraq,US$,Food and Beverages,22022.830298178
National,All,Iraq,$PPP,Food and Beverages,26346.330724815
National,All,Iraq,Local Currency,Food and Beverages,25766.711448869
Rural,Higher,Iraq,US$,Food and Beverages,37.694656560
Rural,Higher,Iraq,$PPP,Food and Beverages,45.094834536
Rural,Higher,Iraq,Local Currency,Food and Beverages,44.102748176
Rural,Middle,Iraq,US$,Food and Beverages,1107.901207576
Rural,Middle,Iraq,$PPP,Food and Beverages,1325.403285137
Rural,Middle,Iraq,Local Currency,Food and Beverages,1296.244412864
Rural,Lowest,Iraq,US$,Food and Beverages,1314.623432180
Rural,Lowest,Iraq,$PPP,Food and Beverages,1572.709013958
Rural,Lowest,Iraq,Local Currency,Food and Beverages,1538.109415651
Rural,Low,Iraq,US$,Food and Beverages,4273.211887135
Rural,Low,Iraq,$PPP,Food and Beverages,5112.124650253
Rural,Low,Iraq,Local Currency,Food and Beverages,4999.657907948
Rural,All,Iraq,US$,Food and Beverages,6733.431182610
Rural,All,Iraq,$PPP,Food and Beverages,8055.331782878
Rural,All,Iraq,Local Currency,Food and Beverages,7878.114483654
Urban,Higher,Iraq,US$,Food and Beverages,631.988725812
Urban,Higher,Iraq,$PPP,Food and Beverages,756.060132106
Urban,Higher,Iraq,Local Currency,Food and Beverages,739.426809200
Urban,Middle,Iraq,US$,Food and Beverages,4642.180587881
Urban,Middle,Iraq,$PPP,Food and Beverages,5553.528924152
Urban,Middle,Iraq,Local Currency,Food and Beverages,5431.351287821
Urban,Lowest,Iraq,US$,Food and Beverages,1207.974404386
Urban,Lowest,Iraq,$PPP,Food and Beverages,1445.122753713
Urban,Lowest,Iraq,Local Currency,Food and Beverages,1413.330053132
Urban,Low,Iraq,US$,Food and Beverages,8807.255398627
Urban,Low,Iraq,$PPP,Food and Beverages,10536.287133327
Urban,Low,Iraq,Local Currency,Food and Beverages,10304.488816393
Urban,All,Iraq,US$,Food and Beverages,15289.399115903
Urban,All,Iraq,$PPP,Food and Beverages,18290.998942338
Urban,All,Iraq,Local Currency,Food and Beverages,17888.596965606
National,Higher,Jamaica,US$,Food and Beverages,87.425941354
National,Higher,Jamaica,$PPP,Food and Beverages,109.852185061
National,Higher,Jamaica,Local Currency,Food and Beverages,7623.192382307
National,Middle,Jamaica,US$,Food and Beverages,631.371727353
National,Middle,Jamaica,$PPP,Food and Beverages,793.329334077
National,Middle,Jamaica,Local Currency,Food and Beverages,55053.089138290
National,Lowest,Jamaica,US$,Food and Beverages,181.048814942
National,Lowest,Jamaica,$PPP,Food and Beverages,227.490921071
National,Lowest,Jamaica,Local Currency,Food and Beverages,15786.732467690
National,Low,Jamaica,US$,Food and Beverages,971.031775902
National,Low,Jamaica,$PPP,Food and Beverages,1220.117972931
National,Low,Jamaica,Local Currency,Food and Beverages,84670.086731567
National,All,Jamaica,US$,Food and Beverages,1870.878259541
National,All,Jamaica,$PPP,Food and Beverages,2350.790413126
National,All,Jamaica,Local Currency,Food and Beverages,163133.100718895
Rural,Higher,Jamaica,US$,Food and Beverages,6.495291927
Rural,Higher,Jamaica,$PPP,Food and Beverages,8.161444987
Rural,Higher,Jamaica,Local Currency,Food and Beverages,566.363474897
Rural,Middle,Jamaica,US$,Food and Beverages,154.244790574
Rural,Middle,Jamaica,$PPP,Food and Beverages,193.811207708
Rural,Middle,Jamaica,Local Currency,Food and Beverages,13449.528758914
Rural,Lowest,Jamaica,US$,Food and Beverages,132.180387891
Rural,Lowest,Jamaica,$PPP,Food and Beverages,166.086909757
Rural,Lowest,Jamaica,Local Currency,Food and Beverages,11525.601102566
Rural,Low,Jamaica,US$,Food and Beverages,483.947659425
Rural,Low,Jamaica,$PPP,Food and Beverages,608.088480600
Rural,Low,Jamaica,Local Currency,Food and Beverages,42198.300111243
Rural,All,Jamaica,US$,Food and Beverages,776.868129807
Rural,All,Jamaica,$PPP,Food and Beverages,976.148043038
Rural,All,Jamaica,Local Currency,Food and Beverages,67739.793446617
Urban,Higher,Jamaica,US$,Food and Beverages,80.930649429
Urban,Higher,Jamaica,$PPP,Food and Beverages,101.690740076
Urban,Higher,Jamaica,Local Currency,Food and Beverages,7056.828907590
Urban,Middle,Jamaica,US$,Food and Beverages,477.126936782
Urban,Middle,Jamaica,$PPP,Food and Beverages,599.518126373
Urban,Middle,Jamaica,Local Currency,Food and Beverages,41603.560379681
Urban,Lowest,Jamaica,US$,Food and Beverages,48.868427056
Urban,Lowest,Jamaica,$PPP,Food and Beverages,61.404011321
Urban,Lowest,Jamaica,Local Currency,Food and Beverages,4261.131365590
Urban,Low,Jamaica,US$,Food and Beverages,487.084116481
Urban,Low,Jamaica,$PPP,Food and Beverages,612.029492337
Urban,Low,Jamaica,Local Currency,Food and Beverages,42471.786620719
Urban,All,Jamaica,US$,Food and Beverages,1094.010129738
Urban,All,Jamaica,$PPP,Food and Beverages,1374.642370093
Urban,All,Jamaica,Local Currency,Food and Beverages,95393.307272637
National,Higher,Jordan,US$,Food and Beverages,386.745740929
National,Higher,Jordan,$PPP,Food and Beverages,463.051393018
National,Higher,Jordan,Local Currency,Food and Beverages,274.589476060
National,Middle,Jordan,US$,Food and Beverages,2514.606000730
National,Middle,Jordan,$PPP,Food and Beverages,3010.742429205
National,Middle,Jordan,Local Currency,Food and Beverages,1785.370260518
National,Lowest,Jordan,US$,Food and Beverages,220.670996650
National,Lowest,Jordan,$PPP,Food and Beverages,264.209793628
National,Lowest,Jordan,Local Currency,Food and Beverages,156.676407621
National,Low,Jordan,US$,Food and Beverages,2613.911163324
National,Low,Jordan,$PPP,Food and Beverages,3129.640684587
National,Low,Jordan,Local Currency,Food and Beverages,1855.876925960
National,All,Jordan,US$,Food and Beverages,5735.933900123
National,All,Jordan,$PPP,Food and Beverages,6867.644298629
National,All,Jordan,Local Currency,Food and Beverages,4072.513069087
Rural,Higher,Jordan,US$,Food and Beverages,16.744288535
Rural,Higher,Jordan,$PPP,Food and Beverages,20.047967724
Rural,Higher,Jordan,Local Currency,Food and Beverages,11.888444860
Rural,Middle,Jordan,US$,Food and Beverages,310.573323828
Rural,Middle,Jordan,$PPP,Food and Beverages,371.850016725
Rural,Middle,Jordan,Local Currency,Food and Beverages,220.507059918
Rural,Lowest,Jordan,US$,Food and Beverages,48.510170349
Rural,Lowest,Jordan,$PPP,Food and Beverages,58.081316945
Rural,Lowest,Jordan,Local Currency,Food and Beverages,34.442220948
Rural,Low,Jordan,US$,Food and Beverages,578.278347274
Rural,Low,Jordan,$PPP,Food and Beverages,692.373737883
Rural,Low,Jordan,Local Currency,Food and Beverages,410.577626565
Rural,All,Jordan,US$,Food and Beverages,954.106128368
Rural,All,Jordan,$PPP,Food and Beverages,1142.353037338
Rural,All,Jordan,Local Currency,Food and Beverages,677.415351141
Urban,Higher,Jordan,US$,Food and Beverages,370.001452753
Urban,Higher,Jordan,$PPP,Food and Beverages,443.003425725
Urban,Higher,Jordan,Local Currency,Food and Beverages,262.701031455
Urban,Middle,Jordan,US$,Food and Beverages,2204.032677442
Urban,Middle,Jordan,$PPP,Food and Beverages,2638.892413126
Urban,Middle,Jordan,Local Currency,Food and Beverages,1564.863200984
Urban,Lowest,Jordan,US$,Food and Beverages,172.160826965
Urban,Lowest,Jordan,$PPP,Food and Beverages,206.128477479
Urban,Lowest,Jordan,Local Currency,Food and Beverages,122.234187145
Urban,Low,Jordan,US$,Food and Beverages,2035.632816669
Urban,Low,Jordan,$PPP,Food and Beverages,2437.266947445
Urban,Low,Jordan,Local Currency,Food and Beverages,1445.299299835
Urban,All,Jordan,US$,Food and Beverages,4781.827772337
Urban,All,Jordan,$PPP,Food and Beverages,5725.291261988
Urban,All,Jordan,Local Currency,Food and Beverages,3395.097718359
National,Higher,Kazakhstan,US$,Food and Beverages,356.377405032
National,Higher,Kazakhstan,$PPP,Food and Beverages,557.242675733
National,Higher,Kazakhstan,Local Currency,Food and Beverages,52513.992518431
National,Middle,Kazakhstan,US$,Food and Beverages,8409.303708619
National,Middle,Kazakhstan,$PPP,Food and Beverages,13149.046021112
National,Middle,Kazakhstan,Local Currency,Food and Beverages,1239152.94798362
National,Lowest,Kazakhstan,US$,Food and Beverages,483.784206888
National,Lowest,Kazakhstan,$PPP,Food and Beverages,756.459871242
National,Lowest,Kazakhstan,Local Currency,Food and Beverages,71288.021805953
National,Low,Kazakhstan,US$,Food and Beverages,9073.760084730
National,Low,Kazakhstan,$PPP,Food and Beverages,14188.010455177
National,Low,Kazakhstan,Local Currency,Food and Beverages,1337063.9172854
National,All,Kazakhstan,US$,Food and Beverages,18323.225405257
National,All,Kazakhstan,$PPP,Food and Beverages,28650.759023246
National,All,Kazakhstan,Local Currency,Food and Beverages,2700018.8795917
Rural,Higher,Kazakhstan,US$,Food and Beverages,14.757623208
Rural,Higher,Kazakhstan,$PPP,Food and Beverages,23.075473720
Rural,Higher,Kazakhstan,Local Currency,Food and Beverages,2174.609567884
Rural,Middle,Kazakhstan,US$,Food and Beverages,2128.864740197
Rural,Middle,Kazakhstan,$PPP,Food and Beverages,3328.758409912
Rural,Middle,Kazakhstan,Local Currency,Food and Beverages,313698.863791659
Rural,Lowest,Kazakhstan,US$,Food and Beverages,357.820001421
Rural,Lowest,Kazakhstan,$PPP,Food and Beverages,559.498363834
Rural,Lowest,Kazakhstan,Local Currency,Food and Beverages,52726.566309368
Rural,Low,Kazakhstan,US$,Food and Beverages,5020.896010126
Rural,Low,Kazakhstan,$PPP,Food and Beverages,7850.827487262
Rural,Low,Kazakhstan,Local Currency,Food and Beverages,739854.131572049
Rural,All,Kazakhstan,US$,Food and Beverages,7522.338374938
Rural,All,Kazakhstan,$PPP,Food and Beverages,11762.159734706
Rural,All,Kazakhstan,Local Currency,Food and Beverages,1108454.171239
Urban,Higher,Kazakhstan,US$,Food and Beverages,341.619781827
Urban,Higher,Kazakhstan,$PPP,Food and Beverages,534.167202020
Urban,Higher,Kazakhstan,Local Currency,Food and Beverages,50339.382951167
Urban,Middle,Kazakhstan,US$,Food and Beverages,6280.438968427
Urban,Middle,Kazakhstan,$PPP,Food and Beverages,9820.287611207
Urban,Middle,Kazakhstan,Local Currency,Food and Beverages,925454.084192574
Urban,Lowest,Kazakhstan,US$,Food and Beverages,125.964205471
Urban,Lowest,Kazakhstan,$PPP,Food and Beverages,196.961507414
Urban,Lowest,Kazakhstan,Local Currency,Food and Beverages,18561.455497227
Urban,Low,Kazakhstan,US$,Food and Beverages,4052.864074609
Urban,Low,Kazakhstan,$PPP,Food and Beverages,6337.182967922
Urban,Low,Kazakhstan,Local Currency,Food and Beverages,597209.785713963
Urban,All,Kazakhstan,US$,Food and Beverages,10800.887030323
Urban,All,Kazakhstan,$PPP,Food and Beverages,16888.599288546
Urban,All,Kazakhstan,Local Currency,Food and Beverages,1591564.70835332
National,Higher,Kenya,US$,Food and Beverages,241.725680349
National,Higher,Kenya,$PPP,Food and Beverages,363.317604354
National,Higher,Kenya,Local Currency,Food and Beverages,19152.650831120
National,Middle,Kenya,US$,Food and Beverages,826.553854033
