"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Costa Rica","CRI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5042.17783709416","5194.40609443649","5655.69882417571","6045.60839935123","6291.84058054233","6525.43257910017","6566.32617850903","6885.74671875025","7277.76162830704","7518.17239843456","7827.95020822359","8137.87360635766","8395.30477807575","8791.29120889481","9287.29332634409","9814.66573473559","10694.9186172569","11711.4279030435","12326.9967442787","12139.0463919569","12733.9900150362","13397.2305422501","14144.206276736","14555.4956262872","15187.090383441","15740.6004881475","16419.5978036763","17109.7509958465","",
"Caribbean small states","CSS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6052.06146179536","6332.73788129986","6428.52877765772","6717.38241567672","6990.38005112932","7289.55254503479","7611.99184246402","7929.52842436163","8189.09885351858","8594.92775562339","9063.44608312806","9411.91968823476","9866.36192648937","10662.2748335254","11359.264203081","12086.3598415423","13289.4651948934","14021.8823418371","14430.9308966754","13945.0109419142","14250.0836823632","14616.7586968494","14989.5483302334","15311.7826769687","15612.4386815583","15856.7706084104","15597.1340622489","15809.1011872613","",
"Cuba","CUB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27907.8661741558","","","","","","","",
"Cayman Islands","CYM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49742.4810466279","49507.9885803724","48835.7731484483","48358.6755658841","48348.548106211","48889.2002820175","49323.6147447358","52744.546462287","55264.3045110115","56878.6585809214","56211.5901562354","51250.0731896457","49350.7745401371","50004.9018692724","50744.0014174414","51535.3684534968","53174.5685513582","54536.7564402549","56329.0570139652","58302.5144130582","",
"Cyprus","CYP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13322.5502060725","13513.4224718116","14723.7103705005","14817.371386906","15697.4877089793","17069.6063951374","17297.4224893819","17778.7575994083","18758.5294698854","19662.7442286567","21291.4735082902","22871.3836699875","23556.4139278627","24252.8976002779","25921.2044367465","27763.177389335","29984.1850612746","32849.9410426219","34824.0829909209","33888.2852261088","33230.7989411299","33192.336901327","31914.6834217479","30620.8621496663","30390.6080662609","31578.3544277306","33682.4790814849","36012.3746358918","",
"Czech Republic","CZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12659.8523062252","11595.6188618279","11787.7398089512","12061.9492218999","12673.3519428927","13752.5140062775","14583.4331729136","14730.615017474","14906.3982171265","15324.1064301742","16190.8050276551","17554.4877246829","18189.2343541554","19426.0851264696","20799.157638979","21956.3838583853","23776.4870553843","26124.8954490421","27844.7953264656","27599.3008601602","27667.4328953053","28797.4179611691","29047.2464395949","30485.7141541113","32263.3157548997","33691.4242392608","35230.5224608776","38019.5805142033","",
"Germany","DEU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19423.0197617224","20952.3728445334","21676.6761605094","21834.0922488829","22769.2035115633","23581.1757308685","24109.5898151112","24644.5312341132","25392.5817823592","26360.1471893926","27298.1087177091","28475.8763136066","29326.9120734283","29989.9854026223","31417.3633352498","31968.4674473589","34241.7677129989","36450.8208701203","38028.772143518","37042.4478763203","39187.4026529557","42692.5197566424","43564.1480172353","45232.1978530818","47190.7693532848","47979.4842029352","49921.330617974","52555.9326370359","",
"Djibouti","DJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2705.40558882684","","","","","","","",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4271.67205151849","4478.59068344834","4665.24029457646","4863.06172864166","4956.89646431784","5213.98163961191","5491.1691947969","5738.82323098154","6059.68288665814","6208.42520825759","6519.42172559289","6664.37912369166","6560.76228524863","7089.41804743835","7476.07619272682","7739.99433134581","8328.22820436641","9074.7813712715","9894.36846025719","9831.45000268818","9988.86484733459","10135.2740298011","10174.0366326131","10239.0763175869","10834.107016391","10614.6748453728","10944.3899737838","10037.4258643312","",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18215.5057071272","19044.4683322411","19794.1079801377","20197.8407439297","21655.9236866687","22661.0585065669","23711.0208979855","24925.7899834143","25813.6485338012","26653.8293359841","28662.1054520955","29449.6147210071","30640.3450364796","30786.2438122049","32908.6852058751","34150.1557953743","37295.6547616345","38968.5087644304","41278.328843462","40339.6887230703","42999.6256091421","44403.3941459257","44803.9622367418","46726.853320478","47901.4475803125","49058.4960789392","50694.1893160693","54356.4482739471","",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3539.1636180806","3619.94861741612","4039.11208063065","4356.38999423906","4481.42943367424","4749.61971945362","5038.17680629508","5487.88838919777","5825.09433439698","6166.87926173215","6498.30717014489","6704.54948510864","7004.61926534942","6941.67837364499","7207.18372880123","8021.87344552168","8898.03728997507","9674.95513040418","10041.7100499722","10076.4723552814","10904.7615334604","11333.5470863931","11715.4045636225","12348.5366646406","13380.8380426073","14306.6222852352","15245.0639115685","16063.6406709955","",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6614.83429642287","6589.73341271604","6703.05593886973","6572.1032469429","6516.47587905042","6775.68544568541","7058.41591382004","7142.73290668237","7476.19228524653","7724.04571999433","8091.60542678138","8414.75032087908","8909.56057455391","9618.87205467676","10174.2545823634","10969.2366442897","11330.0938063077","11840.9015650355","12159.3709214382","12239.265699711","12607.2480517791","12990.345016498","13414.3871623129","13744.8510048107","14247.6315472934","14657.7828926501","15030.176927275","15292.7386568125","",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1438.7013984026","1577.20223690095","1754.28687278851","1957.19443310122","2175.77660557098","2403.28466376065","2629.93786503212","2820.94697661041","2844.11118572753","3024.61942600256","3288.27009063166","3548.12549329449","3844.30810197783","4219.20371566785","4676.16769553328","5240.19567338929","5919.22507756704","6742.52502941638","7386.09659729005","7936.81731648606","8742.54166205446","9592.57948132107","10428.251969129","11281.4847970332","12170.513103174","12996.7308734471","13860.9723687632","14937.2684194447","",
"Early-demographic dividend","EAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2746.75876044875","2911.38675880509","3041.76182646037","3201.69021537091","3311.75720825685","3431.85076165792","3621.52492381493","3768.77271208656","3817.84974558632","3901.05943145132","4101.27034432364","4196.12731755219","4274.45067644826","4516.17300030377","4870.20542750093","5249.37450207862","5686.18066080824","6107.71690690743","6392.53665643824","6497.72300929154","6909.2011240997","7307.85739292918","7656.5451508027","8023.09121906728","8442.85861972848","8833.92370763551","9283.32425905742","9796.88670299284","",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3200.34327477805","3444.12128152808","3667.0893064936","3906.36222120815","4187.87786021004","4502.01814664374","4818.92944575806","5070.71111906072","5069.61517850976","5308.63555562498","5709.51229023435","6009.40900862219","6379.61900878138","6799.53470300736","7380.62719753533","8036.42450379097","8825.68547833229","9757.79334969275","10386.417133083","10788.0557150624","11718.6025548975","12610.428203663","13486.9542501899","14425.8471220124","15296.3208511446","16147.245207777","17023.0952952651","18124.4655702629","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6428.46339135994","6240.50692794022","5704.22485943167","5467.53150705551","4949.09894667906","4943.20292014781","5020.1658967256","5230.64628185366","5272.73375705941","5440.83177578365","6078.75519895795","6439.79065340262","6901.47410596683","7627.08352354237","8543.03838465804","9596.18873785876","11483.7796874387","12810.4112523753","14715.0987118039","14220.5122864044","15192.1625712826","17267.3800581594","18187.5752643341","18903.0076771487","19378.1729118591","19129.0104526835","19473.3386939716","20780.9410147466","",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11540.4172442086","11835.1063045788","11866.2171285601","11937.1426709782","12154.1074800755","12631.0261712369","13077.2770205993","13660.8331361475","14165.9757081282","14712.7288256759","15855.7295379435","16641.6435940486","17449.9827389327","18109.9466688879","19226.0348718215","20272.4140199259","22427.6892172929","24033.9693192236","25677.0729273887","24963.2063026793","26018.0635251016","27793.5837855965","28519.5334329578","29521.496587895","30289.1846737083","30769.0447091948","31684.8978368569","33522.1232031349","",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4828.26779596072","5082.25868196543","5186.70137193736","5293.48031084908","5512.86613528791","5631.83230313482","5712.66783178402","5939.13798635265","6077.94324403913","5767.16331075342","5854.24168734752","6119.47471476366","6359.45544663261","6553.81320624228","7168.26655480417","7662.46592392477","8108.55606070488","8364.15512233808","8918.37862267171","8887.09876519842","9160.97920362073","9926.90344109607","10520.1418747665","11060.7701243791","11519.3579304291","11479.8956253917","11294.7095339841","11612.0450442826","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3726.26299243455","3804.80776996759","3978.70882367072","4106.70658577896","4275.60416157199","4480.0533507797","4699.49978097876","4949.64476989708","5186.13346659869","5482.6408290088","5855.43515934312","6085.60225880435","6207.90501682341","6410.97162289741","6729.46922996505","7124.6414313141","7707.4851466933","8326.61320676493","8938.31471505654","9254.36063283541","9657.19288895297","9823.82328675711","10011.8358391768","10179.0232833962","10440.910672144","10783.0653924773","11147.7004632452","11608.3764520388","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16935.8930264586","17917.1400052756","18497.8320946856","18730.0748741828","19545.5016564898","20401.8368211755","21043.6307035483","21909.4235183926","22939.8330751108","23830.3672398727","25320.2513095225","26490.9455018943","27538.221555474","27956.5724263296","29061.0846094609","30105.5520087439","32516.5622826722","34416.7564162609","35746.9975132662","34850.5210617775","35834.7531399608","37459.0288523183","37839.5550324038","39021.8270992043","39980.5036448736","41093.2786011358","42755.8677063097","45075.948829895","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","758.703998090687","886.821270701784","1102.73577590157","1156.14592792836","1275.42982608525","1379.94167975648","1391.9603133543","1380.04919893635","1330.62321683799","1435.95052088615","1452.98790549793","1394.89994351263","1408.70782018143","1449.98838023931","1444.514295256","1472.72449410137","1329.32804771426","1366.26581658629","1387.38452350498","1510.45892910899","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13627.3265457396","14410.1382021864","14802.791644515","14919.6350910203","15527.2898273986","16218.2812007775","16916.1009119743","17868.8261994146","19029.2886860197","19907.1614549856","21533.9089930091","22910.7802327061","24363.014919004","25055.9747761175","26180.0605811503","27702.4643073663","30815.2684780753","32597.0558609096","33463.6540993469","32391.0205139","31923.1228581438","32068.2709273108","31988.2538693179","32603.9057713971","33709.6492402637","35028.301349761","36715.8453115458","39037.4327981063","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6283.91996654534","6825.50186362188","7842.06468223236","8365.59405373023","8368.20958176921","9421.26377478994","10302.7719770313","11590.6031705331","13064.6945154195","14419.4269113124","16516.1438725455","19257.981148334","21964.2888859081","22664.0393274715","20502.353701344","21581.6921835734","24543.0674715452","26022.4688470951","27495.7344185694","28964.1793271657","29212.9488725628","30897.5469102613","33447.8277198239","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421.278576772774","390.157688119275","351.55416705445","392.881544099879","399.863747029706","419.014451528876","464.718717862911","472.9248322645","448.165626439271","464.848280186365","489.919810205827","527.19180017116","527.938892557834","511.955721611398","580.783271613669","651.950924174197","724.729238759331","807.244473899273","887.931161014228","947.999367793523","1051.85396399854","1162.78331740492","1254.17596413741","1374.89327759779","1505.275311729","1637.33413232277","1736.41425939994","1903.23849445079","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14947.4891625024","15590.0099241324","16052.6632145855","16363.8940699961","17147.699717216","17995.1954879599","18705.5527112463","19520.6827580293","20366.4982110907","21143.7828645434","22573.6738593378","23676.1881242239","24739.462042384","25333.3117171824","26556.2356509295","27511.9319310515","29760.3987962767","31543.9346077087","32965.904794268","32175.4621863807","33274.1089977033","34760.8235578203","35323.6350464266","36535.0545850419","37564.9626308165","38715.3439756266","40218.5152144605","42516.7045235033","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1817.69119326532","1432.79964977037","1528.58853883821","1634.09269198478","1677.83558204885","1729.76748994982","1844.85023463875","1990.15379968784","2223.78393021581","2382.12813378407","2432.66330044971","2502.94818438071","2467.40556444856","2318.5586075093","2679.84002011815","2883.95113582219","3108.9621671172","3282.60383774357","3450.46167914891","3557.51955796044","3748.89614367201","3562.30568008755","3983.27964231216","4129.43837882979","4156.86730621049","4192.94048795646","4356.31213540033","4456.76030556492","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18149.4584505152","17557.338475245","17263.1622776221","17457.6996274512","18453.1670490142","19557.9355495429","20057.6533928961","21778.6473695818","23558.5613344905","24768.6467026728","26752.8717461081","27770.5966141594","28567.1712020759","28984.8885817148","31118.1466245746","31993.4072568579","34363.0425684656","37703.1739952831","39969.3875987055","37830.0231384274","38737.4135953276","40683.5275821703","40620.176066035","41293.5157728524","41470.2023590157","42220.9576671019","43729.9644889289","46343.5772169122","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3806.82956555666","3791.7139259582","4064.65522123607","4190.92655343677","4435.88354687618","4582.76992853236","4834.4507576631","4758.16195811528","4826.94156980169","5291.22839613989","5288.62304824731","5497.03359882859","5749.62374766451","5916.12117246768","6387.47395044155","6611.17450309304","6893.59712595976","6954.64994807424","7091.86268028227","6975.3238650469","7201.65199910247","7488.82938057572","7682.49164738369","8130.4539812158","8688.32655571509","9053.98733136984","9120.19490893176","9574.87865429487","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17540.7712802289","18309.4720592273","18931.8699475361","19175.3126778033","19972.1793246617","20745.4582303319","21331.4504294765","22241.4129000794","23359.0584934562","24307.4987876484","26094.2525634431","27501.5424106098","28523.8857271382","28141.4613974335","29034.0007086989","30498.5792943609","32434.8602641227","34088.3590185393","35095.260231603","34685.1716527941","35900.0455682618","37440.6414948094","37679.1332569372","39523.8701233957","40141.5903200769","40833.2420664584","41942.6267802552","44032.8980744691","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1758.29055931094","1903.00167785198","1972.21252764576","2130.54489486298","2120.9320924273","2286.23520111814","2239.13079021136","2136.19396417461","2228.62488297843","2303.01960854563","2471.71157185202","2578.61778595685","2638.39018744952","2747.67947089437","2740.97727919118","2897.7200681763","2997.29237010886","3034.07358933099","3042.35502893914","3117.00012942282","3230.1812063907","3412.90655368719","3408.00658444171","3327.61034915103","3307.4794223994","3493.66022216133","3539.50572476879","3700.79385652895","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12600.9611133885","13448.8822912485","12979.4050683839","13453.3980098214","13884.2598994179","14502.4637660539","14919.871201639","15648.0887189083","15964.1493411465","14397.3785194394","14091.5689390234","14357.327400182","14180.2528818555","14412.4071046816","14516.6940784052","14958.0302934892","14552.2055301953","15365.4325134346","14682.9618874972","14343.7547964477","15041.5843369697","15893.5153120897","16469.4043297116","17114.4607637221","17623.9288376817","17981.2211992834","18092.9896027894","18113.2962798552","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16698.341764666","17022.7423409092","17428.6011592458","18248.570164266","19312.176903805","20424.935826182","21750.3019112041","22942.4928256481","23469.9690166919","24171.2406954586","26250.0658952827","27439.7531047154","28806.8888382655","30046.0241664623","31721.5675250988","32436.8795877613","34496.2050943562","35295.5121750409","36257.5124453907","34595.7543746825","36012.6768827442","36820.321718188","37911.2580495317","39505.3532695162","40867.4760340878","42042.9193193389","42977.2206489129","44920.4517345571","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5159.36045405276","4176.74435704868","2335.68701542528","1677.67655968365","1559.00436477796","1695.42677278356","1990.68952951982","2310.68522699136","2468.614852124","2631.90237275864","2795.10551646678","3043.02190303601","3288.23507386564","3749.91173262636","4101.66591336381","4669.14532582613","5295.99743422278","6152.85529351346","6444.80037910931","6312.53495471851","6838.65269117181","7545.96630406163","8239.54827551725","8694.2491579441","9263.95202315863","9617.54167640981","9993.7304458881","10674.460853388","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240.40671657823","1312.49170531042","1356.22252487983","1416.2159026298","1454.40052640325","1506.10783950936","1564.50143105253","1618.20456344569","1672.04312868216","1730.01553252509","1790.17180048662","1856.86603588188","1920.48258678156","2008.00098688001","2122.7199328274","2260.46168257482","2414.96275357622","2520.12837794335","2732.63509897421","2813.6885588538","2996.78338047787","3404.45956595241","3702.1102100909","3948.4590140963","4045.10165302662","4083.47235200702","4175.99714546229","4501.85276869294","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","912.372139971457","916.806088193213","913.286206419508","926.730628994003","934.32548488736","956.325029912441","984.535727606025","1027.32279771665","1055.39087079698","1093.04670963716","1125.76650006879","1171.91278195367","1228.59508437137","1245.23151049918","1284.52500457112","1338.85942539147","1367.78013132079","1468.06492306541","1524.59373429137","1485.42129031584","1541.34753513973","1625.56028497542","1716.45324503733","1775.15224474937","1833.06911350052","1877.85260498738","2045.35736667471","2247.02035715772","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","973.407491802377","1001.35900434645","1026.12511798879","1051.4458115859","1045.94705214502","1047.48215058965","1060.01347435061","1099.44572391854","1117.80190339712","1172.71636811388","1227.95357445289","1288.35759178102","1226.19169449005","1294.27465502274","1378.44523211535","1364.86911227504","1377.94627008684","1420.17348564312","1483.40535777628","1541.59246823695","1610.59834202623","1524.7687739658","1590.25492917131","1643.49131908586","1608.21563173043","1668.81520289648","1643.29248820489","1699.11467684235","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017.00340036484","1077.95912200008","1087.76324006291","1110.11429717555","1143.7800987185","1193.73244076194","1330.85001500003","1416.35850747656","1012.09449148232","1020.3662606885","1080.36582013193","1107.54069784548","1091.07382581244","1095.71082093708","1131.96006429309","1191.32473313578","1227.97537940233","1271.82061456044","1306.78611747441","1328.23541888497","1371.70945395718","1475.38909048806","1440.05242672338","1474.02151512902","1477.513913572","1544.82726479851","1618.24126398961","1703.83115456085","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","645.859117615359","639.880194084435","853.72240496387","938.583826883214","1080.39031232167","1250.27616552691","2043.31606258516","4998.30526249516","6010.56827979932","7366.28266728004","8552.59242152586","13723.3684519238","15980.440023224","17819.5129874043","24213.9057669643","27926.8200241963","29636.8740044267","33505.7691229356","38432.2030604044","37487.6477169071","33033.3277919097","34363.1529063453","36315.4116006802","33949.434728037","33330.4755843341","29420.6469747076","26177.4542962851","24439.2160550028","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13291.0519806131","13997.4289705354","14306.9225541458","14327.0317723169","14851.0923633959","15408.6922076556","16129.2531431784","17154.1299750295","18033.517680255","18464.7321030753","19518.9075076684","20963.5603634318","22615.9356489706","23870.1600997422","25437.2684267066","25577.5240795599","28519.5389434167","29291.9236888183","30856.0118268477","30365.3999269637","28148.4224229962","26141.3195918975","25284.4640766238","26097.8719008736","26838.4552283268","26902.525319841","27273.9345786637","28582.8455798859","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4679.39661266243","4893.45332841985","4924.41745950296","4887.16638887038","5019.533180953","5188.97322213392","5488.58601448538","5843.61478035942","6589.13130884552","7142.08810218283","7648.30839117832","7646.97620632382","8011.50940095376","8920.56262301225","9081.58165241017","10587.7642558802","10445.8708797103","11344.6155391119","11638.1074948808","10912.5557970274","10949.3642527029","11220.9329767334","11260.5192570425","11680.1685796999","12721.0020375375","13626.1129447938","14223.9260977906","15155.8459967893","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3296.01412533162","3448.61549821866","3612.0830724983","3754.25299588528","3897.20585336373","4080.61793823584","4182.30416223426","4341.2742502915","4505.7731999934","4644.87461453178","4810.67549849888","4919.29904684604","5067.30776486338","5175.52625517899","5358.38804283327","5580.67454559559","5925.39866161891","6323.42699924131","6513.49578401092","6454.69785721321","6576.6679099609","6844.48741579077","7031.40275073312","7264.6711284222","7552.56786634391","7788.49723497251","7955.60340525262","8167.54928426177","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1857.96540215437","2033.42649655725","2229.6082332209","2451.73336265526","2700.14479426249","2883.93605246156","3167.8324435411","3427.27169268127","3417.79020922514","3585.46268695007","3626.53195582973","3798.96324430953","3902.93703109341","3955.73844002595","4129.1786780169","4182.818877315","4540.61299344423","5000.22462191038","5209.91791042105","5440.48077881022","5728.19982485411","6130.83737808548","6543.2420966115","6944.99481755821","7297.47455865793","7558.05174173528","7845.18988615261","8179.92333409282","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17844.9577850628","18632.3007399954","19394.4281990903","19999.7028218553","20963.8307284016","21849.5000968315","22811.7324791221","23864.0394524405","24655.9083657189","25633.5187508168","27231.6742032461","28086.9971528704","28953.63878298","29945.0334728139","31624.6997654382","33190.7216819534","35326.4551303667","37064.1925247833","37976.7849192938","36937.5512112013","38382.1674745784","39964.4513748442","41067.351050911","42497.9936542257","43700.086149216","44914.6717104245","46047.9412184438","47892.7042464633","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17430.1463689051","18880.0447540574","20342.889307285","21741.7122354538","23020.381412038","23586.6625402482","23952.9263527155","25393.0353356874","23957.7754994989","24697.1271944339","26956.1450463436","27521.5110086632","28281.4102323416","29785.7037932767","33008.8976208577","36428.7590996139","39931.3014018023","43270.6298546149","44789.5159290656","43925.2059626107","47123.3422513337","50085.9593288483","51344.5143071708","53649.8675338292","55781.7574448401","57235.2130858964","58747.5980971382","61670.754599276","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2072.68733195222","2011.87097122578","2121.20358613002","2248.06624613896","2237.03668171427","2358.59359854497","2380.37019422701","2464.79298556754","2512.99189545616","2466.8662961896","2637.64464244761","2701.33755467263","2775.25104499197","2887.49668134876","3077.28079516093","3291.14894268436","3534.51912175714","3769.86867748469","3922.66358976245","3778.41985958652","3889.92576580581","4046.07625166556","4216.15972460951","4332.41921722488","4471.17480328566","4613.12416074233","4757.82841441592","4996.81279676545","",
